,Beam_Lng,Beam_Lat,Beamwidth,Demand
0,153.90088824740135,-34.18581818181818,0.6,20500.0
1,132.16309090909093,-10.316545454545455,0.6,14025.0
2,117.26589453307838,-21.023574223552934,0.6,24975.0
3,145.13981101405912,-37.86240901698957,0.6,128825.0
4,120.36099999999999,-20.435750000000002,0.5,10950.0
5,132.4525830829696,-18.47675,0.6,19000.0
6,122.2842014502286,-29.453533296816108,0.6,16000.0
7,125.35075,-6.5874999999999995,0.5,6750.0
8,156.3715,-18.305,0.6,11075.0
9,116.82395414681308,-18.8273117634945,0.6,20325.0
10,134.64333333333335,-2.037,0.6,6350.0
11,157.8159090909091,-24.43509090909091,0.5,12350.0
12,147.06584979809222,-13.057524586204401,0.6,37425.0
13,103.92977094197835,-19.847379757754098,0.6,10750.0
14,152.89693914941503,-29.905332354452078,0.6,71675.0
15,147.23944766928213,-42.02505889601427,0.6,55350.0
16,157.3464,-42.6156,0.5,14125.0
17,108.72171092832144,-12.87349286312378,0.6,28300.0
18,115.19371428571428,-23.792857142857144,0.6,13925.0
19,154.33800000000002,-21.36113333333333,0.6,33100.0
20,149.5996165006982,-16.33712423765316,0.6,19750.0
21,139.42381223335013,-16.841,0.5,3625.0
22,137.147625,-11.6685,0.6,9625.0
23,110.69358080603085,-18.715629856757236,0.6,37700.0
24,137.6959630143437,-31.29886472406309,0.6,39425.0
25,119.39299999999999,-12.246333333333332,0.6,5000.0
26,120.37057142857144,-24.05314285714286,0.4,9450.0
27,116.05256443731373,-29.03773616709928,0.6,29575.0
28,148.61753846153846,-24.390076923076926,0.6,33850.0
29,150.33826774216703,-32.91632922857199,0.6,92625.0
30,151.79958505793857,-42.04275797772567,0.6,9900.0
31,135.43066875432808,-25.387999999999998,0.4,4500.0
32,107.77314081599962,-21.287501637555625,0.6,7825.0
33,112.86439129975417,-14.979132664747956,0.6,65200.0
34,118.84162351456295,-15.294062368251506,0.5,2350.0
35,110.919,-22.4195,0.4,6875.0
36,125.62077462935676,-34.601588676445914,0.6,16750.0
37,120.66782019303464,-34.97593108175087,0.6,17350.0
38,153.13917725066355,-24.863950266696445,0.6,33100.0
39,157.78862149830087,-32.132285714285715,0.6,20475.0
40,148.9717714407029,-11.024235003000902,0.6,37550.0
41,150.12157603801447,-36.10056356366331,0.5,34000.0
42,135.65253655954055,-16.56385714285714,0.6,5000.0
43,144.90635359535952,-44.64364962808245,0.6,11125.0
44,153.043125,-11.807375,0.6,24125.0
45,140.3945,-8.7235,0.3,5325.0
46,140.39727660843624,-35.532620318720326,0.6,28075.0
47,132.76645404312245,-33.653693128349055,0.6,23300.0
48,141.05427422480778,-39.47984311338222,0.6,28600.0
49,105.05162055814469,-16.82049039635753,0.6,10100.0
50,151.11388822703447,-8.808551343947936,0.4,13150.0
