,Beam_Lng,Beam_Lat,Beamwidth,Demand
0,118.2588375,-27.332124999999998,0.6,13950.0
1,132.0897142857143,-7.353714285714287,0.6,9100.0
2,135.59716594176922,-38.133649473914616,0.5,8225.0
3,111.14511854890318,-15.31666261416633,0.6,46375.0
4,155.38125,-14.01725,0.6,5075.0
5,110.69358080603085,-18.715629856757236,0.6,37700.0
6,146.25666666666666,-18.82416666666667,0.6,16700.0
7,106.915,-31.205588467072793,0.5,4075.0
8,145.13981101405912,-37.86240901698957,0.6,128825.0
9,150.6808625481232,-32.93253869181587,0.6,95100.0
10,139.24776965941916,-29.265894231087465,0.6,10000.0
11,114.11390622427682,-9.312506277077704,0.5,3850.0
12,122.71595106752287,-28.653649936873624,0.6,10725.0
13,147.8612314035865,-41.74685737838764,0.6,54100.0
14,145.1598093959396,-44.57731842457214,0.6,14875.0
15,154.7925,-18.2626,0.5,11875.0
16,151.2378882270345,-7.965301343947936,0.6,19400.0
17,136.36881223335013,-18.731,0.6,4000.0
18,152.8244173670981,-42.2889259792012,0.6,7775.0
19,140.3945,-8.7235,0.3,5325.0
20,152.71310301376042,-29.832635118393167,0.6,67925.0
21,117.26589453307838,-21.023574223552934,0.6,24975.0
22,158.27819663185272,-30.820875,0.6,20600.0
23,107.43,-2.231,0.3,2500.0
24,154.617884714761,-34.64426666666667,0.6,11775.0
25,131.64571927860624,-33.90715968348386,0.6,26150.0
26,139.6232,-12.4902,0.6,6750.0
27,150.14825,-19.895749999999996,0.6,27775.0
28,111.76633333333332,-26.145666666666667,0.5,6025.0
29,114.76820984548523,-29.977904638917032,0.6,22500.0
30,114.14496284854697,-14.470749465054265,0.6,44950.0
31,132.137,-10.4709,0.6,13075.0
32,151.512,-12.648545454545454,0.6,30650.0
33,148.6175384615385,-24.390076923076926,0.6,33850.0
34,151.45025932238218,-26.686562245043657,0.6,25225.0
35,146.30080898765533,-26.601769740532905,0.6,9150.0
36,143.16711357930538,-16.67875375456802,0.6,14400.0
37,149.35436300078075,-37.76989628167007,0.6,26800.0
38,131.653,-15.181,0.6,11550.0
39,125.35074999999999,-6.5875,0.5,6750.0
40,111.7636096096089,-11.863421084283667,0.6,11750.0
41,125.62077462935676,-34.601588676445914,0.6,16750.0
42,154.222925518176,-10.47925,0.6,10075.0
43,118.69029881165038,-14.883849894601203,0.6,6100.0
44,155.91413656341462,-27.986588235294114,0.6,23225.0
45,157.82774999999998,-42.73175,0.5,13750.0
46,139.42381223335013,-16.841,0.5,3625.0
47,113.3875890394498,-17.402158142884176,0.6,39175.0
48,144.77274,-21.8276,0.6,9775.0
49,128.29399999999998,-4.265499999999999,0.5,775.0
50,151.94460933658453,-37.29176006070915,0.6,33325.0
51,117.70554732577183,-36.49646215775862,0.5,5775.0
52,132.59465752286505,-31.697647429824904,0.6,15350.0
53,150.70521764586144,-16.74479287446345,0.5,17550.0
54,157.8159090909091,-24.43509090909091,0.5,12350.0
55,137.0288353756883,-32.65891802024739,0.6,32425.0
56,140.16887700838083,-36.8273124617096,0.6,18400.0
57,166.13887354231898,-37.993,0.3,950.0
58,121.51289743930751,-33.74183088677721,0.5,13925.0
59,116.82395414681307,-18.8273117634945,0.5,20325.0
60,115.58138409820245,-12.586120341758951,0.6,11175.0
61,132.4152359704577,-28.44515675385973,0.6,10350.0
62,142.239,-5.459666666666666,0.5,4125.0
63,115.73099146057159,-16.58569723374758,0.3,4800.0
64,115.19371428571428,-23.792857142857144,0.6,13925.0
65,130.6184,-12.1734,0.6,11375.0
66,123.34639999999999,-21.486200000000004,0.5,15750.0
67,116.36799999999998,-33.46424,0.6,10425.0
68,109.08934332475525,-13.170255525001815,0.4,27900.0
69,120.37057142857144,-24.05314285714286,0.4,9450.0
70,154.28983234499412,-24.784406750055833,0.3,18025.0
71,158.22442226648545,-27.094666666666665,0.3,2275.0
72,132.03768638128165,-37.31345159846643,0.6,15050.0
73,117.72311111111111,-29.805222222222223,0.6,26125.0
74,159.274,-16.071,0.5,1700.0
75,142.6218607292092,-32.03427360587985,0.5,17625.0
76,137.05083333333332,-5.7225,0.6,7475.0
77,124.62400000000001,-14.096333333333334,0.4,2525.0
78,146.6912583980318,-30.09316534890188,0.6,27450.0
79,131.96496948959796,-18.55675,0.6,19000.0
80,143.2165,-28.46125,0.4,7575.0
81,158.25963522816295,-33.555142857142854,0.6,5900.0
82,146.77396868800494,-33.60344063542245,0.6,23350.0
83,127.06075,-11.383,0.5,11900.0
84,121.07043150581725,-30.968943181530523,0.4,9100.0
85,130.00616616593916,-20.88975,0.6,8275.0
86,155.14775,-21.45775,0.6,26275.0
87,149.46297689560757,-29.488491165142253,0.4,12275.0
88,146.115,-48.709,0.3,1625.0
89,159.86883333333333,-20.046833333333336,0.6,3400.0
90,147.06584979809222,-13.057524586204401,0.6,37425.0
91,126.70450936832577,-38.172182012937014,0.5,2850.0
92,117.2274808493836,-8.76188511559327,0.5,6625.0
93,135.79559999999998,-11.109199999999998,0.6,6375.0
94,115.759,-26.617,0.3,625.0
95,136.448,-14.1095,0.5,750.0
96,121.30699999999999,-18.988,0.6,10350.0
97,105.63454649106673,-18.6693628432399,0.6,10900.0
98,121.1045,-13.429499999999999,0.6,2825.0
99,141.4055513328118,-39.854405911018546,0.6,22275.0
100,140.4501705743723,-33.80121864960576,0.5,17700.0
101,122.79476874334489,-39.61574659207457,0.4,4400.0
102,157.9445,-38.334500000000006,0.5,7500.0
103,126.76318829545865,-29.390847199832887,0.6,8800.0
104,102.787,-19.9035,0.4,9400.0
105,117.439,-42.522,0.3,5000.0
106,154.47197537947073,-31.70872853628089,0.6,13750.0
107,121.30693989824447,-36.37979228571945,0.4,6900.0
108,134.99607000692492,-24.170599999999997,0.6,12000.0
109,104.57118472068333,-13.50146514968625,0.3,2900.0
110,125.4308788063704,-31.7637823140831,0.6,11900.0
111,148.53568573096646,-10.648823129126239,0.4,32850.0
