,Beam_Lng,Beam_Lat,Beamwidth,Demand
0,150.7269407788122,-14.840120273961608,0.5,26528.600000000002
1,124.69143284937854,-27.624482229798332,0.6,15427.440000000004
2,136.19730305720333,-29.224577004936577,0.6,34164.76
3,156.48797919932332,-28.627825368215255,0.6,69671.28000000001
4,158.37607242968124,-16.682332515864367,0.6,64441.72000000001
5,117.76432403672679,-41.3837150541881,0.6,44687.79000000001
6,138.17213184345462,-31.03223409140491,0.6,55987.47
7,130.29069807581877,-39.40629906202825,0.6,63091.07
8,126.31940459155234,-14.732118776095692,0.6,27051.920000000002
9,109.60759666835102,-27.14495679020626,0.6,42928.48
10,106.97793194166415,-37.96017419832447,0.6,37233.630000000005
11,154.55148890648988,-32.26155160997975,0.6,36556.310000000005
12,134.7410506066708,-25.065703760176593,0.6,44312.520000000004
13,136.2067635233757,-40.107492034897874,0.6,34652.8
14,110.44971032590556,-42.366743113082705,0.6,65549.68000000001
15,138.82303726035045,-34.771919156304016,0.6,47696.04
16,118.40198017949298,-21.704549859408417,0.5,21324.800000000003
17,141.5571310996237,-28.008929006003704,0.6,49583.80000000002
18,107.79614280078927,-33.24141182969191,0.6,50593.27000000001
19,119.899033385666,-31.82047652506435,0.6,50728.43999999999
20,111.72861313539705,-33.78824359952517,0.6,54606.72000000001
21,154.67978070754089,-39.36402031873353,0.6,47572.560000000005
22,148.86584353673933,-11.890942201022257,0.5,23728.88
23,130.8646997411353,-25.21416591721182,0.6,30365.72
24,138.12271821352144,-14.190692502776395,0.6,23776.2
25,111.50927278533135,-30.211522645618892,0.6,55563.549999999996
26,117.84651091875457,-38.00783853248661,0.6,63422.52
27,109.22383744550221,-23.48660871000947,0.6,45629.99
28,106.71519658584752,-42.18917526880869,0.6,31149.020000000004
29,123.52440825661554,-39.96663175122091,0.6,38483.2
30,154.51417030726992,-18.6048256462686,0.6,38430.28
31,124.10528771349695,-20.956969495753455,0.6,25542.230000000003
32,133.72807799653725,-21.711223950334833,0.6,52758.44
33,138.5578149283507,-11.26198956018497,0.6,28421.400000000005
34,107.0105960907114,-20.96186815313017,0.6,51333.03000000001
35,156.8192843516993,-34.38746020728388,0.6,70792.54000000001
36,157.74485930535735,-20.895059591399523,0.6,70825.23
37,128.75777319486497,-11.967097614389903,0.6,23023.56
38,110.31344353765215,-12.257028458752487,0.6,53013.8
39,152.59069924791228,-11.18461831536481,0.6,58505.72000000001
40,151.06583506713898,-43.13287603493365,0.6,78430.03
41,131.31841509636118,-42.37914480783506,0.6,19650.120000000003
42,141.2002660906445,-15.430835087136872,0.6,31063.760000000002
43,145.98539381000154,-29.820135298175725,0.6,63234.08000000001
44,119.67529459318456,-17.86096822005047,0.6,33626.04
45,126.77787909324273,-23.823306362297007,0.6,33538.96000000001
46,128.09068596313577,-34.54450324325611,0.6,54906.88000000001
47,108.36592822003573,-13.693895686711453,0.6,52473.96000000001
48,146.31615488646338,-42.65946355995187,0.6,71310.8
49,146.43197190950102,-23.081155491100088,0.6,46354.909999999996
50,156.78600541479187,-11.084444231585822,0.6,46919.04000000001
51,123.1051980919857,-36.74780899558935,0.6,40877.34
52,131.6781570851837,-22.231401969080274,0.6,21547.12
53,123.05045961160545,-14.119476634233198,0.6,17454.640000000003
54,106.81610375797226,-25.90030384589235,0.6,39425.96000000001
55,141.98040510060463,-12.979109674891296,0.6,21188.440000000002
56,128.72628729324484,-27.456869442527818,0.6,54930.119999999995
57,115.57480601704538,-32.53173761310835,0.6,38252.48000000001
58,150.43158957701172,-25.353075734492442,0.6,37152.990000000005
59,127.29467508661891,-30.70228213020127,0.6,55911.87000000001
60,143.30329861287836,-21.55215911248792,0.6,29281.350000000006
61,136.3133022281789,-17.81954278323329,0.6,48785.24
62,138.23347581216356,-21.082304867639486,0.6,19539.240000000005
63,118.47500424038213,-11.216455058624705,0.6,44015.00000000001
64,142.86170585875078,-24.54652195109467,0.6,43298.92000000001
65,116.34541130048365,-29.068229097203965,0.6,19999.0
66,146.84104997740945,-16.76850431805779,0.6,42323.54000000001
67,132.60910038037935,-10.465386120161405,0.6,22457.400000000005
68,105.70281138269353,-15.369706746228035,0.6,34806.87
69,133.78912568476179,-32.832915621374156,0.6,51365.16
70,114.79619536080529,-16.754088827635954,0.6,46307.71
71,111.13316302726356,-38.329135248674014,0.6,15912.12
72,141.85566653573744,-19.55207508769337,0.6,24163.160000000003
73,146.03599013572108,-19.623992622319648,0.6,44126.6
74,116.98857396336793,-19.532929226194117,0.6,30063.320000000003
75,145.11419685603406,-10.945799715587297,0.6,36334.27000000001
